temp,season,holiday,workingday,weather,atemp,humidity,windspeed,rent
7.0,1,0,1,2,9.09,55,8.9981,6
7.0,1,0,1,2,9.09,55,8.9981,27
7.0,1,0,1,2,11.365,55,0.0,99
7.0,1,0,1,2,10.605,51,6.0032,217
7.0,1,0,1,2,9.85,51,11.0014,130
8.0,1,0,1,2,10.605,51,11.0014,54
8.0,1,0,1,2,10.605,47,8.9981,35
8.0,1,0,1,2,11.365,51,7.0015,57
8.0,1,0,1,2,11.365,59,6.0032,52
8.0,1,0,1,2,11.365,59,6.0032,63
7.0,1,0,1,2,9.85,80,6.0032,47
7.0,1,0,1,2,7.575,86,15.0013,76
7.0,1,0,1,2,7.575,86,15.0013,136
7.0,1,0,1,3,9.09,93,7.0015,95
7.0,1,0,1,3,11.365,93,0.0,51
7.0,1,0,1,3,7.575,93,12.998,32
7.0,1,0,1,3,9.85,86,6.0032,20
7.0,1,0,1,3,9.09,93,7.0015,29
7.0,1,0,1,3,9.85,93,6.0032,19
7.0,1,0,1,2,9.85,86,6.0032,7
7.0,1,0,1,2,9.09,86,7.0015,6
6.0,1,0,1,1,7.575,86,8.9981,1
6.0,1,0,1,1,7.575,86,11.0014,5
5.0,1,0,1,1,7.575,93,8.9981,16
6.0,1,0,1,1,7.575,69,8.9981,54
7.0,1,0,1,1,8.335,59,11.0014,128
7.0,1,0,1,1,6.82,59,22.0028,81
7.0,1,0,1,1,9.09,55,15.0013,39
8.0,1,0,1,1,9.09,51,26.0027,35
8.0,1,0,1,1,7.575,47,39.0007,55
9.0,1,0,1,1,9.85,44,23.9994,49
8.0,1,0,1,1,9.09,47,22.0028,44
8.0,1,0,1,1,8.335,47,27.9993,49
9.0,1,0,1,1,9.85,44,22.0028,68
8.0,1,0,1,1,9.09,47,23.9994,139
8.0,1,0,1,1,7.575,47,35.0008,137
7.0,1,0,1,1,7.575,47,27.9993,83
7.0,1,0,1,1,6.82,50,22.0028,56
7.0,1,0,1,1,6.82,55,22.0028,57
7.0,1,0,1,1,6.06,55,30.0026,33
6.0,1,0,1,1,5.305,59,27.9993,20
6.0,1,0,1,1,6.06,59,19.0012,7
6.0,1,0,1,1,6.06,50,19.0012,2
6.0,1,0,1,1,6.06,50,23.9994,2
6.0,1,0,1,1,6.06,50,22.0028,3
6.0,1,0,1,1,6.06,50,16.9979,4
6.0,1,0,1,1,6.06,50,19.9995,3
5.0,1,0,1,1,7.575,54,8.9981,28
5.0,1,0,1,1,7.575,54,8.9981,72
6.0,1,0,1,1,6.82,50,12.998,202
6.0,1,0,1,1,6.06,50,22.0028,139
7.0,1,0,1,2,6.82,50,23.9994,38
8.0,1,0,1,2,8.335,44,30.0026,37
8.0,1,0,1,1,8.335,44,27.9993,52
9.0,1,0,1,1,9.85,41,30.0026,83
9.0,1,0,1,1,9.85,41,26.0027,42
10.0,1,0,1,1,10.605,38,19.9995,60
10.0,1,0,1,1,10.605,38,23.9994,78
8.0,1,0,1,1,9.09,40,19.0012,162
8.0,1,0,1,1,9.09,40,22.0028,144
7.0,1,0,1,1,7.575,47,16.9979,99
7.0,1,0,1,1,7.575,47,15.0013,64
6.0,1,0,1,1,6.06,46,19.9995,40
6.0,1,0,1,1,6.06,46,22.0028,30
5.0,1,0,1,1,6.82,50,12.998,15
5.0,1,0,1,1,6.82,50,12.998,14
4.0,1,0,1,1,6.06,54,11.0014,5
4.0,1,0,1,1,6.06,54,8.9981,1
4.0,1,0,1,1,6.82,54,7.0015,1
4.0,1,0,1,1,6.82,54,6.0032,8
4.0,1,0,1,1,9.09,54,0.0,17
4.0,1,0,1,1,6.06,74,11.0014,70
5.0,1,0,1,1,8.335,68,0.0,158
6.0,1,0,1,1,7.575,69,8.9981,117
7.0,1,0,1,1,9.09,55,12.998,44
7.0,1,0,1,1,8.335,51,19.0012,53
8.0,1,0,1,1,9.85,44,16.9979,61
9.0,1,0,1,1,9.85,37,26.0027,77
9.0,1,0,1,1,10.605,41,19.0012,64
10.0,1,0,1,1,12.12,38,11.0014,68
9.0,1,0,1,1,12.12,41,7.0015,90
9.0,1,0,1,1,11.365,41,11.0014,159
8.0,1,0,1,1,12.88,47,0.0,139
7.0,1,0,1,1,9.85,59,6.0032,92
7.0,1,0,1,1,12.12,59,0.0,68
7.0,1,0,1,1,11.365,69,0.0,52
7.0,1,0,1,2,11.365,69,0.0,36
7.0,1,0,1,2,12.12,55,0.0,27
7.0,1,0,0,1,12.12,55,0.0,28
7.0,1,0,0,2,9.85,59,6.0032,20
7.0,1,0,0,2,9.85,59,6.0032,12
7.0,1,0,0,2,11.365,59,0.0,8
7.0,1,0,0,2,11.365,59,0.0,5
7.0,1,0,0,1,11.365,59,0.0,1
6.0,1,0,0,1,8.335,63,7.0015,3
6.0,1,0,0,1,10.605,63,0.0,10
6.0,1,0,0,1,7.575,63,8.9981,23
7.0,1,0,0,1,9.09,64,8.9981,33
7.0,1,0,0,1,9.85,59,11.0014,59
8.0,1,0,0,1,9.85,55,15.0013,72
10.0,1,0,0,1,11.365,48,15.0013,89
11.0,1,0,0,1,12.88,38,19.9995,101
12.0,1,0,0,1,14.395,39,19.0012,118
13.0,1,0,0,2,15.91,36,12.998,129
14.0,1,0,0,2,16.665,34,12.998,128
13.0,1,0,0,2,15.15,36,19.0012,83
12.0,1,0,0,2,14.395,45,16.9979,84
13.0,1,0,0,2,15.15,39,16.9979,74
13.0,1,0,0,2,15.15,39,16.9979,41
13.0,1,0,0,2,15.15,39,15.0013,57
12.0,1,0,0,2,15.91,42,7.0015,26
12.0,1,0,0,1,14.395,45,19.0012,44
11.0,1,0,0,1,15.15,56,0.0,39
11.0,1,0,0,1,13.635,56,8.9981,23
11.0,1,0,0,1,14.395,56,6.0032,16
9.0,1,0,0,1,13.635,69,0.0,15
11.0,1,0,0,1,12.88,56,11.0014,1
11.0,1,0,0,2,12.88,56,11.0014,2
11.0,1,0,0,2,12.88,56,11.0014,1
10.0,1,0,0,2,10.605,56,19.9995,3
9.0,1,0,0,1,10.605,55,19.0012,18
9.0,1,0,0,1,10.605,51,16.9979,32
9.0,1,0,0,1,10.605,51,19.0012,79
10.0,1,0,0,1,11.365,44,16.9979,93
10.0,1,0,0,1,10.605,41,19.0012,104
11.0,1,0,0,1,11.365,35,19.9995,118
11.0,1,0,0,1,13.635,36,16.9979,91
11.0,1,0,0,1,12.12,38,16.9979,113
10.0,1,0,0,1,11.365,38,15.0013,99
9.0,1,0,0,1,10.605,37,16.9979,105
8.0,1,0,0,1,10.605,40,11.0014,67
7.0,1,0,0,1,9.85,47,8.9981,61
7.0,1,0,0,1,9.85,47,11.0014,57
7.0,1,0,0,1,9.85,51,11.0014,28
8.0,1,0,0,2,10.605,49,8.9981,21
8.0,1,0,0,2,11.365,40,7.0015,18
8.0,1,1,0,2,9.85,47,15.0013,17
8.0,1,1,0,2,9.85,44,12.998,16
7.0,1,1,0,2,8.335,43,16.9979,8
7.0,1,1,0,2,9.09,43,12.998,2
7.0,1,1,0,2,9.85,43,8.9981,3
7.0,1,1,0,2,9.85,43,11.0014,1
7.0,1,1,0,2,9.09,43,12.998,5
7.0,1,1,0,2,9.09,50,8.9981,13
7.0,1,1,0,2,7.575,47,15.0013,33
7.0,1,1,0,2,7.575,47,15.0013,47
7.0,1,1,0,2,7.575,50,16.9979,57
7.0,1,1,0,2,7.575,55,12.998,64
7.0,1,1,0,2,9.85,47,8.9981,80
7.0,1,1,0,2,9.85,47,8.9981,93
7.0,1,1,0,2,10.605,43,7.0015,86
8.0,1,1,0,2,10.605,47,11.0014,93
8.0,1,1,0,2,10.605,47,11.0014,82
8.0,1,1,0,1,9.85,51,12.998,71
7.0,1,1,0,2,8.335,55,16.9979,92
7.0,1,1,0,3,9.09,59,12.998,60
7.0,1,1,0,3,7.575,80,12.998,33
7.0,1,1,0,3,7.575,80,12.998,27
6.0,1,1,0,3,6.06,93,16.9979,13
7.0,1,1,0,3,6.82,86,19.0012,4
8.0,1,0,1,2,9.09,86,22.0028,3
8.0,1,0,1,2,9.85,86,15.0013,22
9.0,1,0,1,2,11.365,80,11.0014,28
9.0,1,0,1,2,11.365,87,11.0014,35
9.0,1,0,1,2,11.365,87,12.998,61
9.0,1,0,1,2,11.365,82,12.998,125
9.0,1,0,1,2,11.365,80,11.0014,133
9.0,1,0,1,2,11.365,80,8.9981,99
9.0,1,0,1,2,13.635,87,0.0,83
9.0,1,0,1,2,12.12,93,7.0015,41
9.0,1,0,1,2,12.88,93,6.0032,33
9.0,1,0,1,2,13.635,93,0.0,20
9.0,1,0,1,2,13.635,93,0.0,3
9.0,1,0,1,3,11.365,93,8.9981,7
9.0,1,0,1,3,11.365,93,8.9981,3
9.0,1,0,1,3,11.365,93,8.9981,2
9.0,1,0,1,2,12.88,93,6.0032,7
9.0,1,0,1,2,12.88,93,6.0032,32
10.0,1,0,1,2,12.88,92,7.0015,90
10.0,1,0,1,2,12.88,93,7.0015,197
10.0,1,0,1,2,12.88,93,7.0015,109
11.0,1,0,1,2,13.635,93,8.9981,47
11.0,1,0,1,2,15.15,87,6.0032,52
12.0,1,0,1,2,15.91,81,6.0032,70
16.0,1,0,1,1,20.455,62,19.0012,78
16.0,1,0,1,1,20.455,58,16.9979,75
16.0,1,0,1,1,20.455,54,19.0012,82
16.0,1,0,1,1,19.695,58,26.0027,104
15.0,1,0,1,1,16.665,57,22.0028,197
14.0,1,0,1,1,15.91,61,19.0012,161
13.0,1,0,1,1,14.395,57,27.9993,112
13.0,1,0,1,1,15.15,49,19.9995,76
13.0,1,0,1,1,14.395,49,27.9993,59
12.0,1,0,1,1,15.15,52,11.0014,59
12.0,1,0,1,1,13.635,52,31.0009,28
7.0,1,0,1,2,9.09,64,7.0015,8
7.0,1,0,1,2,9.09,69,7.0015,3
7.0,1,0,1,2,11.365,69,0.0,2
7.0,1,0,1,2,11.365,69,0.0,2
6.0,1,0,1,3,10.605,93,0.0,3
6.0,1,0,1,3,10.605,93,0.0,22
7.0,1,0,1,3,11.365,93,0.0,52
7.0,1,0,1,3,11.365,93,0.0,135
7.0,1,0,1,2,11.365,93,0.0,116
7.0,1,0,1,2,11.365,93,0.0,47
7.0,1,0,1,2,12.12,86,0.0,51
8.0,1,0,1,2,12.88,86,0.0,55
8.0,1,0,1,2,12.88,86,0.0,52
9.0,1,0,1,2,12.88,80,6.0032,54
10.0,1,0,1,2,14.395,75,0.0,52
10.0,1,0,1,2,12.12,75,8.9981,64
10.0,1,0,1,2,14.395,75,0.0,176
10.0,1,0,1,2,12.88,81,7.0015,168
10.0,1,0,1,2,12.12,81,8.9981,108
9.0,1,0,1,2,11.365,87,8.9981,74
9.0,1,0,1,2,11.365,87,8.9981,64
9.0,1,0,1,2,12.88,87,6.0032,36
8.0,1,0,1,3,9.85,93,12.998,16
9.0,1,0,1,3,12.12,93,7.0015,2
9.0,1,0,1,3,11.365,93,12.998,3
9.0,1,0,1,3,11.365,93,8.9981,4
9.0,1,0,1,3,11.365,93,8.9981,1
9.0,1,0,1,3,10.605,93,19.0012,1
9.0,1,0,1,3,12.12,93,7.0015,3
9.0,1,0,1,3,12.12,93,7.0015,18
9.0,1,0,1,3,10.605,93,15.0013,49
9.0,1,0,1,3,10.605,93,15.0013,155
10.0,1,0,1,2,12.88,93,6.0032,123
9.0,1,0,1,2,13.635,100,0.0,61
10.0,1,0,1,2,11.365,93,12.998,52
10.0,1,0,1,2,11.365,93,15.0013,64
14.0,1,0,1,1,16.665,93,11.0014,75
16.0,1,0,1,1,19.695,82,26.0027,63
16.0,1,0,1,1,19.695,76,22.0028,76
15.0,1,0,1,1,16.665,71,19.9995,103
15.0,1,0,1,1,15.91,53,35.0008,190
14.0,1,0,1,1,14.395,42,36.9974,182
11.0,1,0,1,1,12.12,45,32.9975,91
10.0,1,0,1,1,9.85,48,36.9974,75
9.0,1,0,1,1,9.85,47,22.0028,63
9.0,1,0,1,1,10.605,44,16.9979,40
8.0,1,0,1,1,8.335,44,30.0026,32
8.0,1,0,1,1,8.335,40,30.0026,12
8.0,1,0,1,1,7.575,44,35.0008,5
7.0,1,0,1,1,8.335,43,16.9979,2
7.0,1,0,1,1,8.335,43,16.9979,1
7.0,1,0,1,1,6.82,50,19.9995,2
7.0,1,0,1,1,6.82,43,23.9994,39
6.0,1,0,1,1,6.06,50,22.0028,87
6.0,1,0,1,1,6.06,50,23.9994,188
7.0,1,0,1,1,6.82,47,19.9995,133
7.0,1,0,1,1,7.575,43,22.0028,52
7.0,1,0,1,1,6.82,43,30.0026,64
8.0,1,0,1,1,9.09,40,23.9994,69
8.0,1,0,1,1,8.335,40,27.9993,51
9.0,1,0,1,1,9.85,37,26.0027,47
9.0,1,0,1,1,9.85,37,22.0028,60
9.0,1,0,1,1,10.605,37,16.9979,78
8.0,1,0,1,1,9.85,40,12.998,175
8.0,1,0,1,1,10.605,40,11.0014,147
8.0,1,0,1,1,12.88,40,0.0,96
8.0,1,0,1,1,11.365,47,6.0032,109
7.0,1,0,1,1,10.605,55,7.0015,54
7.0,1,0,1,1,10.605,51,6.0032,41
8.0,1,0,1,1,11.365,47,7.0015,38
8.0,1,0,1,2,12.88,44,0.0,13
7.0,1,0,1,2,11.365,59,0.0,7
6.0,1,0,1,2,8.335,63,7.0015,1
6.0,1,0,1,2,8.335,63,7.0015,1
6.0,1,0,1,2,7.575,63,8.9981,7
7.0,1,0,1,2,11.365,55,0.0,28
6.0,1,0,1,1,10.605,59,0.0,87
6.0,1,0,1,1,7.575,74,8.9981,220
7.0,1,0,1,2,9.09,80,8.9981,127
8.0,1,0,1,2,10.605,51,8.9981,51
9.0,1,0,1,1,11.365,51,11.0014,64
10.0,1,0,1,2,12.12,48,11.0014,86
11.0,1,0,1,2,12.88,50,15.0013,82
11.0,1,0,1,2,13.635,45,11.0014,91
11.0,1,0,1,2,13.635,48,16.9979,90
12.0,1,0,1,2,14.395,42,15.0013,99
11.0,1,0,1,2,13.635,56,8.9981,205
10.0,1,0,1,2,12.88,60,7.0015,155
10.0,1,0,1,2,12.12,65,8.9981,103
10.0,1,0,1,2,12.12,65,11.0014,71
10.0,1,0,1,2,12.12,70,11.0014,43
10.0,1,0,1,2,12.12,65,11.0014,46
10.0,1,0,1,2,12.12,70,8.9981,31
10.0,1,0,0,2,12.12,70,11.0014,39
10.0,1,0,0,2,12.12,65,11.0014,18
10.0,1,0,0,2,12.12,75,11.0014,17
10.0,1,0,0,2,12.12,75,11.0014,11
9.0,1,0,0,3,11.365,93,8.9981,8
8.0,1,0,0,3,11.365,100,6.0032,9
8.0,1,0,0,3,12.88,100,0.0,4
9.0,1,0,0,3,12.88,93,6.0032,4
8.0,1,0,0,3,11.365,100,6.0032,10
8.0,1,0,0,3,11.365,100,6.0032,20
8.0,1,0,0,3,10.605,100,8.9981,34
9.0,1,0,0,3,11.365,100,8.9981,47
9.0,1,0,0,3,11.365,100,11.0014,52
9.0,1,0,0,3,11.365,100,11.0014,72
9.0,1,0,0,3,13.635,100,0.0,55
9.0,1,0,0,3,13.635,100,0.0,60
9.0,1,0,0,3,11.365,100,8.9981,71
10.0,1,0,0,2,10.605,100,19.0012,78
11.0,1,0,0,2,12.12,93,30.0026,83
11.0,1,0,0,2,12.12,93,30.0026,84
12.0,1,0,0,1,14.395,87,16.9979,69
11.0,1,0,0,1,12.88,100,12.998,56
11.0,1,0,0,1,13.635,93,8.9981,45
11.0,1,0,0,1,12.88,93,15.0013,59
11.0,1,0,0,1,12.88,70,12.998,39
11.0,1,0,0,1,11.365,65,27.9993,44
11.0,1,0,0,1,11.365,60,22.0028,20
11.0,1,0,0,1,14.395,60,6.0032,13
11.0,1,0,0,1,11.365,60,23.9994,2
11.0,1,0,0,1,12.88,60,15.0013,1
11.0,1,0,0,1,12.88,60,15.0013,1
10.0,1,0,0,1,12.12,65,11.0014,8
10.0,1,0,0,1,12.88,65,7.0015,23
11.0,1,0,0,1,14.395,56,7.0015,45
12.0,1,0,0,1,14.395,52,16.9979,89
13.0,1,0,0,1,15.15,49,16.9979,117
14.0,1,0,0,1,16.665,46,0.0,174
14.0,1,0,0,1,18.18,46,0.0,182
